Date;Open;High;Low;Close*;Adj Close**;Volume
Feb 16, 2022;93.59;96.07;91.14;94.81;94.81;45,148
Feb 15, 2022;95.76;96.24;92.06;93.28;93.28;45,181
Feb 14, 2022;95.31;96.78;93.46;96.48;96.48;48,449
Feb 11, 2022;91.26;95.64;90.52;94.44;94.44;53,045
Feb 10, 2022;91.72;93.09;90.90;91.41;91.41;43,235
Feb 09, 2022;91.27;92.06;90.06;91.55;91.55;34,759
Feb 08, 2022;93.01;93.01;89.93;90.78;90.78;39,288
Feb 07, 2022;92.73;93.99;92.15;92.69;92.69;37,016
Feb 04, 2022;91.04;93.70;90.89;93.27;93.27;33,357
Feb 03, 2022;89.06;91.29;88.01;91.11;91.11;33,059
Feb 02, 2022;89.29;90.51;88.28;89.47;89.47;38,172
Feb 01, 2022;91.29;91.29;91.29;91.29;91.29;36,248
Jan 31, 2022;90.80;91.30;90.75;91.21;91.21;118
Jan 28, 2022;89.89;91.69;89.41;90.03;90.03;10,824
Jan 27, 2022;89.78;91.04;88.98;89.34;89.34;15,201
Jan 26, 2022;88.02;90.48;87.80;89.96;89.96;29,805
Jan 25, 2022;87.17;88.36;86.19;88.20;88.20;29,496
Jan 24, 2022;87.65;88.88;85.02;86.27;86.27;34,253
Jan 21, 2022;87.35;88.22;85.71;87.89;87.89;29,566
Jan 20, 2022;87.73;89.51;87.03;88.38;88.38;30,524
Jan 19, 2022;88.45;89.17;87.63;88.44;88.44;37,483
Jan 18, 2022;86.50;88.55;85.55;87.51;87.51;45,875
Jan 14, 2022;84.13;86.50;84.03;86.06;86.06;31,97
Jan 13, 2022;84.78;85.09;83.79;84.47;84.47;27,107
Jan 12, 2022;83.69;85.20;83.51;84.67;84.67;32,298
Jan 11, 2022;80.96;83.97;80.88;83.72;83.72;37,934
Jan 10, 2022;81.79;82.27;80.49;80.87;80.87;30,035
Jan 07, 2022;82.06;82.99;81.44;81.75;81.75;29,501
Jan 06, 2022;80.15;82.84;79.63;81.99;81.99;41,582
Jan 05, 2022;80.08;81.49;79.55;80.80;80.80;35,152
Jan 04, 2022;78.95;80.55;78.60;80.00;80.00;31,321
Jan 03, 2022;77.94;79.28;77.04;78.98;78.98;27,224
Dec 31, 2021;79.20;79.20;79.20;79.20;79.20;21,74
Dec 30, 2021;79.25;79.62;78.66;79.32;79.32;476
Dec 29, 2021;79.00;80.16;78.14;79.23;79.23;7,057
Dec 28, 2021;78.87;79.85;78.47;78.94;78.94;8,523
